casts,cover,cover_x,cover_y,directors,id,rate,star,title,url
"['阿尔·帕西诺', '罗伯特·杜瓦尔', '黛安·基顿', '罗伯特·德尼罗', '约翰·凯泽尔']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2194138787.jpg,620,879,['弗朗西斯·福特·科波拉'],1299131,9.1,45,教父2,https://movie.douban.com/subject/1299131/
"['杰昆·菲尼克斯', '斯嘉丽·约翰逊', '艾米·亚当斯', '鲁妮·玛拉', '奥利维亚·王尔德']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166850749.jpg,3375,5000,['斯派克·琼斯'],6722879,8.3,40,她,https://movie.douban.com/subject/6722879/
"['休·杰克曼', '帕特里克·斯图尔特', '达芙妮·基恩', '波伊德·霍布鲁克', '斯戴芬·莫昌特']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2431980130.jpg,710,1016,['詹姆斯·曼高德'],25765735,8.3,40,金刚狼3：殊死一战,https://movie.douban.com/subject/25765735/
"['伊桑·霍克', '朱莉·德尔佩', '弗农·多布切夫']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910924055.jpg,396,592,['理查德·林克莱特'],1291990,8.8,45,爱在日落黄昏时,https://movie.douban.com/subject/1291990/
"['威尔·史密斯', '艾莉丝·布拉加', '达什·米霍克', '莎莉·理查德森']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p574158935.jpg,972,1440,['弗朗西斯·劳伦斯'],1820156,7.9,40,我是传奇,https://movie.douban.com/subject/1820156/
"['休·杰克曼', '罗素·克劳', '安妮·海瑟薇', '阿曼达·塞弗里德', '埃迪·雷德梅恩']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1900812761.jpg,1012,1500,['汤姆·霍珀'],6860160,8.5,45,悲惨世界,https://movie.douban.com/subject/6860160/
"['乔·阿尔文', '加内特·赫德兰', '克里斯汀·斯图尔特', '范·迪塞尔', '李淳']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2391542403.jpg,4135,5898,['李安'],25983044,8.4,40,比利·林恩的中场战事,https://movie.douban.com/subject/25983044/
"['莱昂纳多·迪卡普里奥', '汤姆·哈迪', '多姆纳尔·格里森', '威尔·保尔特', '福勒斯特·古德勒克']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2323258429.jpg,2103,3000,['亚利桑德罗·冈萨雷斯·伊纳里图'],5327268,7.8,40,荒野猎人,https://movie.douban.com/subject/5327268/
"['海利·乔·奥斯蒙', '弗兰西丝·奥康纳', '山姆·洛巴兹', '杰克·托马斯', '裘德·洛']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,2025,3000,['史蒂文·斯皮尔伯格'],1302827,8.6,45,人工智能,https://movie.douban.com/subject/1302827/
"['尊龙', '陈冲', '邬君梅', '彼得·奥图尔', '英若诚']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452088641.jpg,400,519,['贝纳尔多·贝托鲁奇'],1293172,9.0,45,末代皇帝,https://movie.douban.com/subject/1293172/
"['布拉德·皮特', '汤姆·克鲁斯', '克斯汀·邓斯特', '克里斯蒂安·史莱特', '坦迪·牛顿']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1353910572.jpg,1001,1500,['尼尔·乔丹'],1299327,8.3,40,夜访吸血鬼,https://movie.douban.com/subject/1299327/
"['莎莉·霍金斯', '道格·琼斯', '迈克尔·珊农', '理查德·詹金斯', '奥克塔维亚·斯宾瑟']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2515650989.jpg,3400,5116,['吉尔莫·德尔·托罗'],26752852,7.2,35,水形物语,https://movie.douban.com/subject/26752852/
"['马尔科姆·麦克道威尔', '帕特里克·马基', '迈克尔·贝茨', '沃伦·克拉克', '约翰·克莱夫']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg,2100,3156,['斯坦利·库布里克'],1292233,8.5,45,发条橙,https://movie.douban.com/subject/1292233/
"['罗伯特·德尼罗', '詹姆斯·伍兹', '伊丽莎白·麦戈文', '乔·佩西', '波特·杨']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg,580,859,['赛尔乔·莱翁内'],1292262,9.1,45,美国往事,https://movie.douban.com/subject/1292262/
"['凯文·史派西', '安妮特·贝宁', '索拉·伯奇', '韦斯·本特利', '米娜·苏瓦丽']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p571671715.jpg,1013,1500,['萨姆·门德斯'],1292062,8.5,45,美国丽人,https://movie.douban.com/subject/1292062/
"['周润发', '杨紫琼', '章子怡', '张震', '郎雄']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1507810991.jpg,509,755,['李安'],1301168,8.0,40,卧虎藏龙,https://movie.douban.com/subject/1301168/
"['艾米·亚当斯', '杰瑞米·雷纳', '福里斯特·惠特克', '迈克尔·斯图巴', '马志']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2411622421.jpg,1281,2000,['丹尼斯·维伦纽瓦'],21324900,7.7,40,降临,https://movie.douban.com/subject/21324900/
"['卡西·阿弗莱克', '卢卡斯·赫奇斯', '米歇尔·威廉姆斯', 'C·J·威尔逊', '凯尔·钱德勒']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2496940327.jpg,1000,1428,['肯尼思·洛纳根'],25980443,8.6,45,海边的曼彻斯特,https://movie.douban.com/subject/25980443/
"['尼古拉斯·凯奇', '布丽姬·穆娜', '杰瑞德·莱托', '伊安·霍姆', '伊桑·霍克']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453719066.jpg,1340,2000,['安德鲁·尼科尔'],1419936,8.6,45,战争之王,https://movie.douban.com/subject/1419936/
"['马修·麦康纳', '詹妮弗·加纳', '杰瑞德·莱托', '史蒂夫·茨恩', '达拉斯·罗伯特斯']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,4051,6001,['让-马克·瓦雷'],1793929,8.7,45,达拉斯买家俱乐部,https://movie.douban.com/subject/1793929/
"['拉尔夫·费因斯', '朱丽叶·比诺什', '威廉·达福', '克里斯汀·斯科特·托马斯', '纳威恩·安德利维斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2408623752.jpg,2000,2948,['安东尼·明格拉'],1291853,8.5,45,英国病人,https://movie.douban.com/subject/1291853/
"['詹姆斯·麦卡沃伊', '迈克尔·法斯宾德', '詹纽瑞·琼斯', '詹妮弗·劳伦斯', '萝丝·拜恩']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p956878707.jpg,1024,1483,['马修·沃恩'],3168089,8.1,40,X战警：第一战,https://movie.douban.com/subject/3168089/
"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '海伦娜·伯翰·卡特', '拉尔夫·费因斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p721429854.jpg,2633,3900,['大卫·叶茨'],2051007,7.9,40,哈利·波特与死亡圣器(上),https://movie.douban.com/subject/2051007/
"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '加里·奥德曼', '朱丽·沃特斯']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg,396,592,['阿方索·卡隆'],1291544,8.3,40,哈利·波特与阿兹卡班的囚徒,https://movie.douban.com/subject/1291544/
"['瑞恩·高斯林', '哈里森·福特', '安娜·德·阿玛斯', '西尔维娅·侯克斯', '罗宾·怀特']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2501864539.jpg,960,1453,['丹尼斯·维伦纽瓦'],10512661,8.3,40,银翼杀手2049,https://movie.douban.com/subject/10512661/
"['亨利·方达', '马丁·鲍尔萨姆', '约翰·菲德勒', '李·科布', 'E.G.马绍尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173577632.jpg,1623,2500,['西德尼·吕美特'],1293182,9.4,45,十二怒汉,https://movie.douban.com/subject/1293182/
"['艾伦·佩吉', '迈克尔·塞拉', '詹妮弗·加纳', '杰森·贝特曼', '艾莉森·珍妮']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p583934580.jpg,2012,3000,['贾森·雷特曼'],2132495,7.9,40,朱诺,https://movie.douban.com/subject/2132495/
"['桑德拉·布洛克', '唐·钱德尔', '马特·狄龙', '布兰登·费舍', '泰伦斯·霍华德']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2075132390.jpg,2180,3380,['保罗·哈吉斯'],1388216,8.6,45,撞车,https://movie.douban.com/subject/1388216/
"['艾德里安·布洛迪', '马西娅·盖伊·哈登', '詹姆斯·肯恩', '克里斯蒂娜·亨德里克斯', '刘玉玲']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg,675,1000,['托尼·凯耶'],5322596,8.8,45,超脱,https://movie.douban.com/subject/5322596/
"['大卫·李·史密斯', '托尼·托德', '约翰·比灵斯列', '安妮卡·彼得森', '阿丽西丝·索普']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513303986.jpg,432,620,['理查德·沙因克曼'],2300586,8.5,45,这个男人来自地球,https://movie.douban.com/subject/2300586/
"['汤唯', '玄彬', '金俊成', '詹姆斯·C·伯恩斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1486436454.jpg,977,1438,['金泰勇'],4136036,6.9,35,晚秋,https://movie.douban.com/subject/4136036/
"['亨利·托马斯', '迪·沃伦斯', '罗伯特·麦克纳夫顿', '德鲁·巴里摩尔', '彼德·考约特']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p984732992.jpg,816,1134,['史蒂文·斯皮尔伯格'],1294638,8.5,45,E.T. 外星人,https://movie.douban.com/subject/1294638/
"['汤姆·汉克斯', '梅格·瑞恩', '罗斯·马林格', '丽塔·威尔逊', '维克多·加博']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480953026.jpg,1925,2850,['诺拉·艾芙隆'],1298128,7.9,40,西雅图未眠夜,https://movie.douban.com/subject/1298128/
"['欧文·威尔逊', '玛丽昂·歌迪亚', '瑞秋·麦克亚当斯', '汤姆·希德勒斯顿', '凯西·贝茨']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p944234798.jpg,889,1309,['伍迪·艾伦'],4319218,8.2,40,午夜巴黎,https://movie.douban.com/subject/4319218/
"['瑞秋·麦克亚当斯', '艾瑞克·巴纳', '阿莱克斯·费瑞斯', '艾利斯·霍华德', '米歇尔·诺尔顿']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480590433.jpg,3375,5000,['罗伯特·斯文克'],1885124,7.7,40,时间旅行者的妻子,https://movie.douban.com/subject/1885124/
"['姜文', '葛优', '周韵', '舒淇', '文章']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2210853894.jpg,5316,7441,['姜文'],6126442,6.4,30,一步之遥,https://movie.douban.com/subject/6126442/
"['莱昂纳多·迪卡普里奥', '杰曼·翰苏', '詹妮弗·康纳利', '阿诺德·沃斯洛', '大卫·哈雷伍德']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,1000,1500,['爱德华·兹威克'],1428175,8.5,45,血钻,https://movie.douban.com/subject/1428175/
"['蒂莫西·柴勒梅德', '艾米·汉莫', '迈克尔·斯图巴', '阿蜜拉·卡萨', '艾斯特·加瑞尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg,1394,2048,['卢卡·瓜达尼诺'],26799731,8.8,45,请以你的名字呼唤我,https://movie.douban.com/subject/26799731/
"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '汤姆·费尔顿', '迈克尔·刚本']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1108070214.jpg,3244,5000,['大卫·叶茨'],1433330,7.5,40,哈利·波特与混血王子,https://movie.douban.com/subject/1433330/
"['阿比盖尔·布蕾斯琳', '托妮·科莱特', '格雷戈·金尼尔', '保罗·达诺', '史蒂夫·卡瑞尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792394752.jpg,2236,3300,"['乔纳森·戴顿', '维莱莉·法瑞斯']",1777612,8.2,40,阳光小美女,https://movie.douban.com/subject/1777612/
"['克里斯汀·斯图尔特', '罗伯特·帕丁森', '泰勒·洛特纳', '达科塔·范宁', '安娜·肯德里克']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p850945243.jpg,2400,3600,['克里斯·韦兹'],3148027,6.5,35,暮光之城2：新月,https://movie.douban.com/subject/3148027/
"['丽贝卡·豪尔', '斯嘉丽·约翰逊', '哈维尔·巴登', '佩内洛普·克鲁兹', '克里斯·梅西纳']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453871779.jpg,800,1184,['伍迪·艾伦'],1981242,7.8,40,午夜巴塞罗那,https://movie.douban.com/subject/1981242/
"['乔什·加德', '布丽特·罗伯森', '丹尼斯·奎德', '佩吉·利普顿', 'K·J·阿帕']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2432493858.jpg,1000,1414,['拉斯·霍尔斯道姆'],6873143,7.7,40,一条狗的使命,https://movie.douban.com/subject/6873143/
"['阿萨·巴特菲尔德', '维拉·法米加', '大卫·休里斯', '杰克·塞隆', '鲁伯特·弗兰德']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg,705,1040,['马克·赫尔曼'],3008247,8.9,45,穿条纹睡衣的男孩,https://movie.douban.com/subject/3008247/
"['本·阿弗莱克', '布莱恩·科兰斯顿', '凯尔·钱德勒', '约翰·古德曼', '克里·杜瓦尔']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1844091387.jpg,3375,5000,['本·阿弗莱克'],6549903,8.2,40,逃离德黑兰,https://movie.douban.com/subject/6549903/
"['克里斯·埃文斯', '杰米·贝尔', '宋康昊', '蒂尔达·斯文顿', '艾德·哈里斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173648321.jpg,4134,5906,['奉俊昊'],3071441,7.3,35,雪国列车,https://movie.douban.com/subject/3071441/
"['本·阿弗莱克', '乔什·哈奈特', '凯特·贝金赛尔', '小库珀·古丁', '强·沃特']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1340424701.jpg,1015,1500,['迈克尔·贝'],1302987,7.8,40,珍珠港,https://movie.douban.com/subject/1302987/
"['安东尼·霍普金斯', '布拉德·皮特', '朱莉娅·奥蒙德', '艾丹·奎因', '卡琳娜·隆巴德']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg,503,755,['爱德华·兹威克'],1295865,8.7,45,燃情岁月,https://movie.douban.com/subject/1295865/
"['布丽·拉尔森', '雅各布·特伦布莱', '琼·艾伦', '肖恩·布里吉格斯', '威廉姆·H·梅西']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,2025,3000,['伦尼·阿伯拉罕森'],25724855,8.8,45,房间,https://movie.douban.com/subject/25724855/
"['雅各布·特伦布莱', '朱莉娅·罗伯茨', '伊扎贝拉·维多维奇', '欧文·威尔逊', '诺亚·尤佩']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg,2000,2839,['斯蒂芬·卓博斯基'],26787574,8.6,45,奇迹男孩,https://movie.douban.com/subject/26787574/
"['杰克·尼科尔森', '谢莉·杜瓦尔', '丹尼·劳埃德', '斯加特曼·克罗索斯', '巴瑞·尼尔森']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2026663886.jpg,799,1200,['斯坦利·库布里克'],1292225,8.0,40,闪灵,https://movie.douban.com/subject/1292225/
"['安迪·瑟金斯', '杰森·克拉克', '加里·奥德曼', '凯丽·拉塞尔', '托比·凯贝尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2196211285.jpg,1200,1714,['马特·里夫斯'],7046723,7.5,40,猩球崛起2：黎明之战,https://movie.douban.com/subject/7046723/
"['休·杰克曼', '达科塔·高尤', '凯文·杜兰', '安东尼·麦凯', '伊万杰琳·莉莉']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1031075041.jpg,2227,3300,['肖恩·利维'],1972729,8.2,40,铁甲钢拳,https://movie.douban.com/subject/1972729/
"['费雯·丽', '罗伯特·泰勒', '露塞尔·沃特森', '弗吉尼亚·菲尔德', '玛丽亚·彭斯卡娅']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,1400,2100,['茂文·勒鲁瓦'],1293964,8.8,45,魂断蓝桥,https://movie.douban.com/subject/1293964/
"['扎克·埃夫隆', '莱斯利·曼恩', '托马斯·列农', '马修·派瑞', 'Tyler Steelman']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p477810397.jpg,3208,4712,['布尔·斯蒂尔斯'],2213591,7.3,35,重返十七岁,https://movie.douban.com/subject/2213591/
"['莱昂纳多·迪卡普里奥', '乔纳·希尔', '玛格特·罗比', '马修·麦康纳', '凯尔·钱德勒']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2160254162.jpg,2202,3263,['马丁·斯科塞斯'],2997076,7.7,40,华尔街之狼,https://movie.douban.com/subject/2997076/
"['阿尔·帕西诺', '黛安·基顿', '塔莉娅·夏尔', '安迪·加西亚', '埃里·瓦拉赫']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,1000,1500,['弗朗西斯·福特·科波拉'],1294240,8.8,45,教父3,https://movie.douban.com/subject/1294240/
"['帕特里克·斯威兹', '黛米·摩尔', '托尼·戈德温', '乌比·戈德堡']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p544574893.jpg,673,997,['杰瑞·扎克'],1293203,8.2,40,人鬼情未了,https://movie.douban.com/subject/1293203/
"['丹尼尔·克雷格', '鲁妮·玛拉', '克里斯托弗·普卢默', '斯特兰·斯卡斯加德', '史蒂文·伯克夫']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1473779689.jpg,2025,3000,['大卫·芬奇'],4206357,8.0,40,龙纹身的女孩,https://movie.douban.com/subject/4206357/
"['乔治·克鲁尼', '安娜·肯德里克', '维拉·法米加', '杰森·贝特曼', '艾米·莫顿']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2151251263.jpg,2000,2960,['贾森·雷特曼'],3077791,7.9,40,在云端,https://movie.douban.com/subject/3077791/
"['杰瑞米·艾文', '彼得·穆兰', '艾米丽·沃森', '本尼迪克特·康伯巴奇', '汤姆·希德勒斯顿']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1248524406.jpg,2538,3750,['史蒂文·斯皮尔伯格'],4206436,8.0,40,战马,https://movie.douban.com/subject/4206436/
"['艾伦·佩吉', '帕特里克·威尔森', '吴珊卓', '欧德莎·雷']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2168294290.jpg,4050,6000,['大卫·斯雷德'],1484091,7.4,35,水果硬糖,https://movie.douban.com/subject/1484091/
"['赵文瑄', '郎雄', '归亚蕾', '金素梅', '米切尔·利希藤斯坦']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,1102,1600,['李安'],1303037,8.8,45,喜宴,https://movie.douban.com/subject/1303037/
"['托马斯·简', '马西娅·盖伊·哈登', '劳瑞·侯登', '安德鲁·布劳尔', '托比·琼斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1970406441.jpg,1020,1500,['弗兰克·德拉邦特'],1945330,7.8,40,迷雾,https://movie.douban.com/subject/1945330/
"['汤姆·汉克斯', '海伦·亨特', '克里斯·诺斯', '尼克·西塞']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2207673534.jpg,904,1378,['罗伯特·泽米吉斯'],1298653,8.5,45,荒岛余生,https://movie.douban.com/subject/1298653/
"['本·斯蒂勒', '克里斯汀·韦格', '亚当·斯科特', '雪莉·麦克雷恩', '西恩·潘']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2160195181.jpg,2025,3000,['本·斯蒂勒'],2133323,8.3,40,白日梦想家,https://movie.douban.com/subject/2133323/
"['克里斯蒂安·贝尔', '迈克尔·凯恩', '连姆·尼森', '凯蒂·霍尔姆斯', '加里·奥德曼']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1563566300.jpg,1100,1625,['克里斯托弗·诺兰'],1309069,8.3,40,蝙蝠侠：侠影之谜,https://movie.douban.com/subject/1309069/
"['金·凯瑞', '凯特·温丝莱特', '伊莱贾·伍德', '克斯汀·邓斯特', '汤姆斯·杰·瑞恩']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p479565065.jpg,608,900,['米歇尔·贡德里'],1308777,8.4,40,暖暖内含光,https://movie.douban.com/subject/1308777/
"['迈克尔·基顿', '爱德华·诺顿', '艾玛·斯通', '扎克·加利凡纳基斯', '安德丽亚·瑞斯波罗格']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2203838902.jpg,3375,5000,['亚利桑德罗·冈萨雷斯·伊纳里图'],20438962,7.9,40,鸟人,https://movie.douban.com/subject/20438962/
"['斯嘉丽·约翰逊', '比尔·默瑞', '吉奥瓦尼·瑞比西', '竹下明子', '安娜·法瑞丝']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910903111.jpg,388,604,['索菲亚·科波拉'],1291835,7.7,40,迷失东京,https://movie.douban.com/subject/1291835/
"['加里·奥德曼', '克里斯汀·斯科特·托马斯', '莉莉·詹姆斯', '本·门德尔森', '斯蒂芬·迪兰']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2504277551.jpg,2048,3005,['乔·赖特'],26761416,8.5,45,至暗时刻,https://movie.douban.com/subject/26761416/
"['尼尔·塞西', '比尔·默瑞', '本·金斯利', '伊德里斯·艾尔巴', '露皮塔·尼永奥']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2326337223.jpg,1800,2545,['乔恩·费儒'],25777636,7.8,40,奇幻森林,https://movie.douban.com/subject/25777636/
"['汤米·李·琼斯', '哈维尔·巴登', '乔什·布洛林', '凯莉·麦克唐纳', '伍迪·哈里森']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1602287352.jpg,2443,3600,"['伊桑·科恩', '乔尔·科恩']",1857099,8.1,40,老无所依,https://movie.douban.com/subject/1857099/
"['汤姆·汉克斯', '艾伦·艾克哈特', '劳拉·琳妮', '杰瑞·费拉拉', '安娜·冈']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2403319543.jpg,700,1000,['克林特·伊斯特伍德'],26416603,8.3,40,萨利机长,https://movie.douban.com/subject/26416603/
"['亨弗莱·鲍嘉', '英格丽·褒曼', '保罗·亨雷德', '克劳德·雷恩斯', '康拉德·韦特']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244791866.jpg,500,673,['迈克尔·柯蒂兹'],1296753,8.6,45,卡萨布兰卡,https://movie.douban.com/subject/1296753/
"['杰克·尼科尔森', '摩根·弗里曼', '西恩·海耶斯', '贝弗利·陶德', '罗伯·莫洛']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p708613284.jpg,1016,1500,['罗伯·莱纳'],1867345,8.5,45,遗愿清单,https://movie.douban.com/subject/1867345/
"['蕾妮·齐薇格', '科林·费尔斯', '休·格兰特', '吉姆·布劳德本特', '雪莉·亨德森']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480932737.jpg,1995,2955,['莎伦·马奎尔'],1304585,7.5,40,BJ单身日记,https://movie.douban.com/subject/1304585/
"['娜塔莉·波特曼', '詹妮弗·杰森·李', '吉娜·罗德里格兹', '泰莎·汤普森', '奥斯卡·伊萨克']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516914607.jpg,1080,1685,['亚历克斯·嘉兰'],26384741,7.2,35,湮灭,https://movie.douban.com/subject/26384741/
"['埃米尔·赫斯基', '马西娅·盖伊·哈登', '威廉·赫特', '吉娜·马隆', '布莱恩·H.德里克']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p465687407.jpg,3300,4869,['西恩·潘'],1905462,8.6,45,荒野生存,https://movie.douban.com/subject/1905462/
"['肯尼思·布拉纳', '佩内洛普·克鲁兹', '威廉·达福', '朱迪·丹奇', '约翰尼·德普']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2502165084.jpg,2048,3025,['肯尼思·布拉纳'],25790761,6.9,35,东方快车谋杀案,https://movie.douban.com/subject/25790761/
"['唐·钱德尔', '苏菲·奥康内多', '杰昆·菲尼克斯', '尼克·诺特', '哈基姆·凯-卡西姆']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2159368352.jpg,992,1426,['特瑞·乔治'],1291822,8.9,45,卢旺达饭店,https://movie.douban.com/subject/1291822/
"['安妮·海瑟薇', '杰克·吉伦哈尔', '朱迪·格雷尔', '汉克·阿扎利亚', '乔什·加德']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p640274667.jpg,1080,1599,['爱德华·兹威克'],3078609,7.1,35,爱情与灵药,https://movie.douban.com/subject/3078609/
"['罗素·克劳', '杰昆·菲尼克斯', '康妮·尼尔森', '理查德·哈里斯', '杰曼·翰苏']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1601948450.jpg,1755,2599,['雷德利·斯科特'],1293530,8.4,40,角斗士,https://movie.douban.com/subject/1293530/
"['埃拉·科尔特兰', '帕特丽夏·阿奎特', '伊桑·霍克', '罗蕾莱·林克莱特', '史蒂芬·切斯特·普林斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2187391526.jpg,3462,5000,['理查德·林克莱特'],2209575,8.5,45,少年时代,https://movie.douban.com/subject/2209575/
"['温明娜', '艾迪·墨菲', '哈维·费斯特恩', '米盖尔·弗尔', '吴汉章']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1315561128.jpg,1620,2400,"['巴里·库克', '托尼·班克罗夫特']",1294833,7.6,40,花木兰,https://movie.douban.com/subject/1294833/
"['奥黛丽·赫本', '乔治·佩帕德', '帕德里夏·妮尔', '巴迪·艾布森', '马丁·鲍尔萨姆']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1114467603.jpg,1808,2760,['布莱克·爱德华兹'],1325958,8.1,40,蒂凡尼的早餐,https://movie.douban.com/subject/1325958/
"['连姆·尼森', '玛姬·格蕾斯', '法米克·詹森', '勒兰德·奥瑟', '强·格瑞斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1595764830.jpg,2020,2978,['皮埃尔·莫瑞尔'],2124586,8.2,40,飓风营救,https://movie.douban.com/subject/2124586/
"['布莱德利·库珀', '詹妮弗·劳伦斯', '罗伯特·德尼罗', '杰基·韦佛', '克里斯·塔克']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1755867083.jpg,2025,3000,['大卫·O·拉塞尔'],3094909,7.7,40,乌云背后的幸福线,https://movie.douban.com/subject/3094909/
"['金·凯瑞', '摩根·弗里曼', '詹妮弗·安妮斯顿', '菲利普·贝克·霍尔', '凯瑟琳·贝尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2165714151.jpg,660,928,['汤姆·沙迪亚克'],1297018,7.5,40,冒牌天神,https://movie.douban.com/subject/1297018/
"['妮可·基德曼', '菲奥纽拉·弗拉纳根', '克里斯托弗·埃克莱斯顿', '阿拉济纳·曼恩', '詹姆斯·本特利']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p492298664.jpg,400,600,['亚历杭德罗·阿梅纳瓦尔'],1301459,8.0,40,小岛惊魂,https://movie.douban.com/subject/1301459/
"['伊万娜·巴克罗', '塞尔希·洛佩斯', '玛丽维尔·贝尔杜', '道格·琼斯', '阿里亚德娜·希尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p924581966.jpg,1074,1600,['吉尔莫·德尔·托罗'],1767042,7.8,40,潘神的迷宫,https://movie.douban.com/subject/1767042/
